participantId,trialId,trialOrder,responseId,status,percentComplete,description,responsePrompt,answer,correctAnswer,isCorrectlyAnswered,responseMin,responseMax,startTime,endTime,duration,cleaned_times,dataset
6008793f0294554adc85c346,Organizations-Text-Q2,14,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-27T20:24:14.601Z,2024-08-27T20:31:20.248Z,425647,425647,International Organizations
6008793f0294554adc85c346,Organizations-Text-Q2,14,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,3,undefined,undefined,undefined,undefined,2024-08-27T20:24:14.601Z,2024-08-27T20:31:20.248Z,425647,425647,International Organizations
6008793f0294554adc85c346,Organizations-Text-Q3,15,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,upu is the international organization which has biggest number of member country,undefined,undefined,undefined,undefined,2024-08-27T20:31:20.272Z,2024-08-27T20:32:23.401Z,63129,63129,International Organizations
60188c50141a9415c30301e0,Covid-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,6,True,0,100,2024-08-27T20:17:41.451Z,2024-08-27T20:19:39.149Z,117698,117698,Covid Symptoms
60188c50141a9415c30301e0,Covid-Text-Q1,10,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,Fatigue,True,undefined,undefined,2024-08-27T20:17:41.451Z,2024-08-27T20:19:39.149Z,117698,117698,Covid Symptoms
60188c50141a9415c30301e0,Covid-Text-Q1,10,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Anosmia,Fatigue","Anosmia,Fatigue",True,undefined,undefined,2024-08-27T20:17:41.451Z,2024-08-27T20:19:39.149Z,117698,117698,Covid Symptoms
60188c50141a9415c30301e0,Covid-Text-Q1,10,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,281,True,0,1000000000,2024-08-27T20:17:41.451Z,2024-08-27T20:19:39.149Z,117698,117698,Covid Symptoms
60188c50141a9415c30301e0,Covid-Text-Q1,10,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of 2-3 sets,It is the intersection of 2-3 sets,True,undefined,undefined,2024-08-27T20:17:41.451Z,2024-08-27T20:19:39.149Z,117698,117698,Covid Symptoms
60188c50141a9415c30301e0,Covid-Text-Q1,10,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-27T20:17:41.451Z,2024-08-27T20:19:39.149Z,117698,117698,Covid Symptoms
60188c50141a9415c30301e0,Covid-Text-Q1,10,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-27T20:17:41.451Z,2024-08-27T20:19:39.149Z,117698,117698,Covid Symptoms
60188c50141a9415c30301e0,Covid-Text-Q1,10,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-27T20:17:41.451Z,2024-08-27T20:19:39.149Z,117698,117698,Covid Symptoms
60188c50141a9415c30301e0,Covid-Text-Q2,11,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-27T20:19:39.229Z,2024-08-27T20:19:46.733Z,7504,7504,Covid Symptoms
60188c50141a9415c30301e0,Covid-Text-Q2,11,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-27T20:19:39.229Z,2024-08-27T20:19:46.733Z,7504,7504,Covid Symptoms
60188c50141a9415c30301e0,Covid-Text-Q2,11,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-27T20:19:39.229Z,2024-08-27T20:19:46.733Z,7504,7504,Covid Symptoms
60188c50141a9415c30301e0,Covid-Text-Q3,12,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,Covid has a lot of symptoms but a few key ones are common in most cases,undefined,undefined,undefined,undefined,2024-08-27T20:19:46.775Z,2024-08-27T20:20:25.004Z,38229,38229,Covid Symptoms
603d90a1cd5c8ec6df906814,Tennis-Text-Q1,13,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,4,4,True,0,100,2024-08-26T22:27:39.843Z,2024-08-26T22:29:13.108Z,93265,93265,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Tennis-Text-Q1,13,voq2,completed,100.0,Content: Text Only,What is the largest set?,Australian,Australian,True,undefined,undefined,2024-08-26T22:27:39.843Z,2024-08-26T22:29:13.108Z,93265,93265,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Tennis-Text-Q1,13,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,French Open,French Open,True,undefined,undefined,2024-08-26T22:27:39.843Z,2024-08-26T22:29:13.108Z,93265,93265,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Tennis-Text-Q1,13,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,23,23,True,0,1000000000,2024-08-26T22:27:39.843Z,2024-08-26T22:29:13.108Z,93265,93265,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Tennis-Text-Q1,13,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is only of a single set,It is only of a single set,True,undefined,undefined,2024-08-26T22:27:39.843Z,2024-08-26T22:29:13.108Z,93265,93265,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Tennis-Text-Q1,13,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a bit,Roughly equal,False,undefined,undefined,2024-08-26T22:27:39.843Z,2024-08-26T22:29:13.108Z,93265,93265,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Tennis-Text-Q1,13,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,No,No,True,undefined,undefined,2024-08-26T22:27:39.843Z,2024-08-26T22:29:13.108Z,93265,93265,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Tennis-Text-Q1,13,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-26T22:27:39.843Z,2024-08-26T22:29:13.108Z,93265,93265,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Tennis-Text-Q2,14,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-26T22:29:13.131Z,2024-08-26T22:29:18.843Z,5712,5712,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Tennis-Text-Q2,14,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-26T22:29:13.131Z,2024-08-26T22:29:18.843Z,5712,5712,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Tennis-Text-Q2,14,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-26T22:29:13.131Z,2024-08-26T22:29:18.843Z,5712,5712,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Tennis-Text-Q3,15,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"It is most common to win just one tennis grand slam tournament - just the French, Australian, or US. The next most common is to win three Australian/US/Wimbledon.
",undefined,undefined,undefined,undefined,2024-08-26T22:29:18.857Z,2024-08-26T22:30:16.655Z,57798,57798,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,4,4,True,0,100,2024-08-21T21:48:42.743Z,2024-08-21T21:50:24.871Z,102128,102128,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q1,10,voq2,completed,100.0,Content: Text Only,What is the largest set?,Australian,Australian,True,undefined,undefined,2024-08-21T21:48:42.743Z,2024-08-21T21:50:24.871Z,102128,102128,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q1,10,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,French Open,French Open,True,undefined,undefined,2024-08-21T21:48:42.743Z,2024-08-21T21:50:24.871Z,102128,102128,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q1,10,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,23,23,True,0,1000000000,2024-08-21T21:48:42.743Z,2024-08-21T21:50:24.871Z,102128,102128,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q1,10,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is only of a single set,It is only of a single set,True,undefined,undefined,2024-08-21T21:48:42.743Z,2024-08-21T21:50:24.871Z,102128,102128,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q1,10,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Roughly equal,Roughly equal,True,undefined,undefined,2024-08-21T21:48:42.743Z,2024-08-21T21:50:24.871Z,102128,102128,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q1,10,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,No,No,True,undefined,undefined,2024-08-21T21:48:42.743Z,2024-08-21T21:50:24.871Z,102128,102128,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q1,10,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-21T21:48:42.743Z,2024-08-21T21:50:24.871Z,102128,102128,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q2,11,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T21:50:24.885Z,2024-08-21T21:50:31.160Z,6275,6275,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q2,11,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-21T21:50:24.885Z,2024-08-21T21:50:31.160Z,6275,6275,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q2,11,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-21T21:50:24.885Z,2024-08-21T21:50:31.160Z,6275,6275,Tennis Grand Slam Winners
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q3,12,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,This plot's intersection has a steady decrease. ,undefined,undefined,undefined,undefined,2024-08-21T21:50:31.168Z,2024-08-21T21:53:40.807Z,189639,189639,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Organizations-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,18,8,True,0,100,2024-08-21T21:57:05.345Z,2024-08-21T21:58:30.246Z,84901,81932,International Organizations
61080d1c39e080da7841eade,Organizations-Text-Q1,10,voq2,completed,100.0,Content: Text Only,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-21T21:57:05.345Z,2024-08-21T21:58:30.246Z,84901,81932,International Organizations
61080d1c39e080da7841eade,Organizations-Text-Q1,10,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"UNESCO,UPU,WHO,UN,Interpol","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-21T21:57:05.345Z,2024-08-21T21:58:30.246Z,84901,81932,International Organizations
61080d1c39e080da7841eade,Organizations-Text-Q1,10,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-21T21:57:05.345Z,2024-08-21T21:58:30.246Z,84901,81932,International Organizations
61080d1c39e080da7841eade,Organizations-Text-Q1,10,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-21T21:57:05.345Z,2024-08-21T21:58:30.246Z,84901,81932,International Organizations
61080d1c39e080da7841eade,Organizations-Text-Q1,10,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-21T21:57:05.345Z,2024-08-21T21:58:30.246Z,84901,81932,International Organizations
61080d1c39e080da7841eade,Organizations-Text-Q1,10,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T21:57:05.345Z,2024-08-21T21:58:30.246Z,84901,81932,International Organizations
61080d1c39e080da7841eade,Organizations-Text-Q1,10,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-21T21:57:05.345Z,2024-08-21T21:58:30.246Z,84901,81932,International Organizations
61080d1c39e080da7841eade,Organizations-Text-Q2,11,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-21T21:58:30.283Z,2024-08-21T21:58:40.201Z,9918,9918,International Organizations
61080d1c39e080da7841eade,Organizations-Text-Q2,11,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-21T21:58:30.283Z,2024-08-21T21:58:40.201Z,9918,9918,International Organizations
61080d1c39e080da7841eade,Organizations-Text-Q2,11,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-21T21:58:30.283Z,2024-08-21T21:58:40.201Z,9918,9918,International Organizations
61080d1c39e080da7841eade,Organizations-Text-Q3,12,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"UNESCO is part of many intersections, though it is not the largest set.  The intersection values also differ wildly, reflecting very different intersections of these organizations.",undefined,undefined,undefined,undefined,2024-08-21T21:58:40.222Z,2024-08-21T21:59:59.614Z,79392,79392,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,8,8,True,0,100,2024-08-28T20:35:26.532Z,2024-08-28T20:39:27.965Z,241433,241433,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q1,10,voq2,completed,100.0,Content: Text Only,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-28T20:35:26.532Z,2024-08-28T20:39:27.965Z,241433,241433,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q1,10,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"UNESCO,Interpol,WHO,UN,UPU","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-28T20:35:26.532Z,2024-08-28T20:39:27.965Z,241433,241433,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q1,10,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-28T20:35:26.532Z,2024-08-28T20:39:27.965Z,241433,241433,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q1,10,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-28T20:35:26.532Z,2024-08-28T20:39:27.965Z,241433,241433,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q1,10,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-28T20:35:26.532Z,2024-08-28T20:39:27.965Z,241433,241433,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q1,10,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-28T20:35:26.532Z,2024-08-28T20:39:27.965Z,241433,241433,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q1,10,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-28T20:35:26.532Z,2024-08-28T20:39:27.965Z,241433,241433,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q2,11,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-28T20:39:28.006Z,2024-08-28T20:39:57.473Z,29467,29467,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q2,11,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-28T20:39:28.006Z,2024-08-28T20:39:57.473Z,29467,29467,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q2,11,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-28T20:39:28.006Z,2024-08-28T20:39:57.473Z,29467,29467,International Organizations
610f7244c65ae4e57858a700,Organizations-Text-Q3,12,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"Without the visual aspect, it was a bit harder to determine if their was in intersection that contained all the organizations. I had to reread a few times to make sure I didn't miss a name.",undefined,undefined,undefined,undefined,2024-08-28T20:39:57.517Z,2024-08-28T20:41:31.623Z,94106,94106,International Organizations
611116ac01f43eeeb3cdeff3,Covid-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,6,True,0,100,2024-08-21T21:42:09.087Z,2024-08-21T21:43:16.035Z,66948,66948,Covid Symptoms
611116ac01f43eeeb3cdeff3,Covid-Text-Q1,10,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,Fatigue,True,undefined,undefined,2024-08-21T21:42:09.087Z,2024-08-21T21:43:16.035Z,66948,66948,Covid Symptoms
611116ac01f43eeeb3cdeff3,Covid-Text-Q1,10,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Anosmia,Fatigue","Anosmia,Fatigue",True,undefined,undefined,2024-08-21T21:42:09.087Z,2024-08-21T21:43:16.035Z,66948,66948,Covid Symptoms
611116ac01f43eeeb3cdeff3,Covid-Text-Q1,10,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,281,True,0,1000000000,2024-08-21T21:42:09.087Z,2024-08-21T21:43:16.035Z,66948,66948,Covid Symptoms
611116ac01f43eeeb3cdeff3,Covid-Text-Q1,10,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of 2-3 sets,It is the intersection of 2-3 sets,True,undefined,undefined,2024-08-21T21:42:09.087Z,2024-08-21T21:43:16.035Z,66948,66948,Covid Symptoms
611116ac01f43eeeb3cdeff3,Covid-Text-Q1,10,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-21T21:42:09.087Z,2024-08-21T21:43:16.035Z,66948,66948,Covid Symptoms
611116ac01f43eeeb3cdeff3,Covid-Text-Q1,10,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T21:42:09.087Z,2024-08-21T21:43:16.035Z,66948,66948,Covid Symptoms
611116ac01f43eeeb3cdeff3,Covid-Text-Q1,10,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,Yes,False,undefined,undefined,2024-08-21T21:42:09.087Z,2024-08-21T21:43:16.035Z,66948,66948,Covid Symptoms
611116ac01f43eeeb3cdeff3,Covid-Text-Q2,11,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-21T21:43:16.054Z,2024-08-21T21:43:20.015Z,3961,3961,Covid Symptoms
611116ac01f43eeeb3cdeff3,Covid-Text-Q2,11,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-21T21:43:16.054Z,2024-08-21T21:43:20.015Z,3961,3961,Covid Symptoms
611116ac01f43eeeb3cdeff3,Covid-Text-Q2,11,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-21T21:43:16.054Z,2024-08-21T21:43:20.015Z,3961,3961,Covid Symptoms
611116ac01f43eeeb3cdeff3,Covid-Text-Q3,12,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,There is a lot of variation in the symptoms that are common with COVID-19.,undefined,undefined,undefined,undefined,2024-08-21T21:43:20.025Z,2024-08-21T21:43:37.449Z,17424,17424,Covid Symptoms
6131597390b9cf1cfc3e8a76,Organizations-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,18,8,True,0,100,2024-08-28T20:35:17.340Z,2024-08-28T20:39:32.358Z,255018,253991,International Organizations
6131597390b9cf1cfc3e8a76,Organizations-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-28T20:35:17.340Z,2024-08-28T20:39:32.358Z,255018,253991,International Organizations
6131597390b9cf1cfc3e8a76,Organizations-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"UNESCO,Interpol,WHO,UN,UPU","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-28T20:35:17.340Z,2024-08-28T20:39:32.358Z,255018,253991,International Organizations
6131597390b9cf1cfc3e8a76,Organizations-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-28T20:35:17.340Z,2024-08-28T20:39:32.358Z,255018,253991,International Organizations
6131597390b9cf1cfc3e8a76,Organizations-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-28T20:35:17.340Z,2024-08-28T20:39:32.358Z,255018,253991,International Organizations
6131597390b9cf1cfc3e8a76,Organizations-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-28T20:35:17.340Z,2024-08-28T20:39:32.358Z,255018,253991,International Organizations
6131597390b9cf1cfc3e8a76,Organizations-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-28T20:35:17.340Z,2024-08-28T20:39:32.358Z,255018,253991,International Organizations
6131597390b9cf1cfc3e8a76,Organizations-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-28T20:35:17.340Z,2024-08-28T20:39:32.358Z,255018,253991,International Organizations
6131597390b9cf1cfc3e8a76,Organizations-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-28T20:39:32.391Z,2024-08-28T20:39:54.923Z,22532,22532,International Organizations
6131597390b9cf1cfc3e8a76,Organizations-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-28T20:39:32.391Z,2024-08-28T20:39:54.923Z,22532,22532,International Organizations
6131597390b9cf1cfc3e8a76,Organizations-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-28T20:39:32.391Z,2024-08-28T20:39:54.923Z,22532,22532,International Organizations
6131597390b9cf1cfc3e8a76,Organizations-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,The text description is easier and quicker to understand than just the visual graph information for me personally,undefined,undefined,undefined,undefined,2024-08-28T20:39:54.934Z,2024-08-28T20:40:32.394Z,37460,37460,International Organizations
628254ec789e78a3dcd22d99,Tennis-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,4,4,True,0,100,2024-08-21T21:45:29.597Z,2024-08-21T21:47:06.387Z,96790,96790,Tennis Grand Slam Winners
628254ec789e78a3dcd22d99,Tennis-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,Australian,Australian,True,undefined,undefined,2024-08-21T21:45:29.597Z,2024-08-21T21:47:06.387Z,96790,96790,Tennis Grand Slam Winners
628254ec789e78a3dcd22d99,Tennis-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,French Open,French Open,True,undefined,undefined,2024-08-21T21:45:29.597Z,2024-08-21T21:47:06.387Z,96790,96790,Tennis Grand Slam Winners
628254ec789e78a3dcd22d99,Tennis-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,23,23,True,0,1000000000,2024-08-21T21:45:29.597Z,2024-08-21T21:47:06.387Z,96790,96790,Tennis Grand Slam Winners
628254ec789e78a3dcd22d99,Tennis-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is only of a single set,It is only of a single set,True,undefined,undefined,2024-08-21T21:45:29.597Z,2024-08-21T21:47:06.387Z,96790,96790,Tennis Grand Slam Winners
628254ec789e78a3dcd22d99,Tennis-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Roughly equal,Roughly equal,True,undefined,undefined,2024-08-21T21:45:29.597Z,2024-08-21T21:47:06.387Z,96790,96790,Tennis Grand Slam Winners
628254ec789e78a3dcd22d99,Tennis-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,No,No,True,undefined,undefined,2024-08-21T21:45:29.597Z,2024-08-21T21:47:06.387Z,96790,96790,Tennis Grand Slam Winners
628254ec789e78a3dcd22d99,Tennis-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-21T21:45:29.597Z,2024-08-21T21:47:06.387Z,96790,96790,Tennis Grand Slam Winners
628254ec789e78a3dcd22d99,Tennis-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T21:47:06.426Z,2024-08-21T21:47:18.541Z,12115,12115,Tennis Grand Slam Winners
628254ec789e78a3dcd22d99,Tennis-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-21T21:47:06.426Z,2024-08-21T21:47:18.541Z,12115,12115,Tennis Grand Slam Winners
628254ec789e78a3dcd22d99,Tennis-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-21T21:47:06.426Z,2024-08-21T21:47:18.541Z,12115,12115,Tennis Grand Slam Winners
628254ec789e78a3dcd22d99,Tennis-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"After understanding how to read the information, I found it very simple to find exactly what I needed in a short amount of time to answer the questions.",undefined,undefined,undefined,undefined,2024-08-21T21:47:18.584Z,2024-08-21T21:47:46.277Z,27693,27693,Tennis Grand Slam Winners
62bb4c95ca36f792585cb4b5,Covid-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,6,True,0,100,2024-08-21T21:38:17.267Z,2024-08-21T21:40:24.911Z,127644,127644,Covid Symptoms
62bb4c95ca36f792585cb4b5,Covid-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,Fatigue,True,undefined,undefined,2024-08-21T21:38:17.267Z,2024-08-21T21:40:24.911Z,127644,127644,Covid Symptoms
62bb4c95ca36f792585cb4b5,Covid-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Anosmia,Fatigue","Anosmia,Fatigue",True,undefined,undefined,2024-08-21T21:38:17.267Z,2024-08-21T21:40:24.911Z,127644,127644,Covid Symptoms
62bb4c95ca36f792585cb4b5,Covid-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,281,True,0,1000000000,2024-08-21T21:38:17.267Z,2024-08-21T21:40:24.911Z,127644,127644,Covid Symptoms
